CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,57,45,4,202.0,230.0,10
2,40,44,5,117.0,171.0,10
3,100,91,5,170.0,230.0,10
4,80,64,8,66.0,122.0,10
5,11,11,4,171.0,218.0,10
6,97,3,2,58.0,78.0,10
7,73,92,3,76.0,101.0,10
8,68,84,1,187.0,230.0,10
9,66,58,3,100.0,150.0,10
10,82,86,9,164.0,192.0,10
11,45,48,8,177.0,230.0,10
12,26,61,1,163.0,204.0,10
13,62,19,7,194.0,230.0,10
14,77,60,6,22.0,78.0,10
15,32,24,4,0.0,56.0,10
16,89,10,7,121.0,143.0,10
17,58,59,4,91.0,136.0,10
18,11,3,8,196.0,230.0,10
19,2,41,10,74.0,110.0,10
20,69,1,1,110.0,156.0,10
21,7,35,9,79.0,137.0,10
22,65,1,4,100.0,145.0,10
23,16,93,6,124.0,148.0,10
24,50,13,6,76.0,116.0,10
25,80,90,10,201.0,230.0,10
26,91,48,1,142.0,195.0,10
27,22,32,3,32.0,52.0,10
28,69,27,7,186.0,224.0,10
29,82,52,1,186.0,220.0,10
30,9,96,5,205.0,228.0,10
31,83,11,9,64.0,119.0,10
32,44,8,5,72.0,98.0,10
33,0,14,10,78.0,103.0,10
34,12,69,6,96.0,137.0,10
35,91,32,4,115.0,156.0,10
36,25,23,6,173.0,230.0,10
37,72,14,2,185.0,230.0,10
38,28,6,1,19.0,65.0,10
39,69,63,5,184.0,230.0,10
40,64,24,1,152.0,192.0,10
41,19,54,3,121.0,165.0,10
42,70,33,7,80.0,120.0,10
43,82,0,3,172.0,208.0,10
44,68,74,3,180.0,230.0,10
45,43,47,1,0.0,53.0,10
46,72,77,8,176.0,212.0,10
47,86,67,8,58.0,78.0,10
48,31,28,10,208.0,230.0,10
49,48,54,10,205.0,230.0,10
50,21,50,5,133.0,167.0,10
51,83,27,2,185.0,230.0,10
52,39,6,5,44.0,67.0,10
53,60,60,2,204.0,230.0,10
54,27,76,8,37.0,69.0,10
55,4,90,4,47.0,105.0,10
56,78,28,2,25.0,74.0,10
57,13,34,9,1.0,27.0,10
58,21,93,5,60.0,82.0,10
59,6,58,5,15.0,42.0,10
60,70,53,5,183.0,230.0,10
61,26,22,5,210.0,230.0,10
62,63,4,4,23.0,60.0,10
63,68,95,1,195.0,230.0,10
64,100,72,2,173.0,230.0,10
65,47,50,2,208.0,230.0,10
66,82,85,2,134.0,179.0,10
67,31,32,6,127.0,149.0,10
68,64,33,8,64.0,107.0,10
69,62,12,6,138.0,162.0,10
70,85,85,8,42.0,95.0,10
71,33,66,5,204.0,230.0,10
72,20,47,1,158.0,180.0,10
73,64,64,1,177.0,230.0,10
74,7,57,4,30.0,62.0,10
75,54,16,6,67.0,127.0,10
76,54,93,10,205.0,230.0,10
77,3,46,6,61.0,96.0,10
78,92,22,3,196.0,230.0,10
79,79,66,7,90.0,119.0,10
80,20,85,10,79.0,129.0,10
81,13,80,7,30.0,55.0,10
82,89,8,2,104.0,124.0,10
83,10,26,6,43.0,82.0,10
84,46,86,3,179.0,230.0,10
85,29,88,9,172.0,230.0,10
86,97,91,5,188.0,230.0,10
87,49,21,7,65.0,109.0,10
88,100,86,10,162.0,182.0,10
89,13,66,9,91.0,136.0,10
90,74,13,9,175.0,230.0,10
91,31,59,5,4.0,57.0,10
92,60,93,1,206.0,230.0,10
93,20,83,5,89.0,117.0,10
94,88,44,1,137.0,173.0,10
95,58,22,3,206.0,230.0,10
96,7,21,9,74.0,99.0,10
97,58,32,3,70.0,98.0,10
98,65,3,10,17.0,71.0,10
99,64,63,5,187.0,230.0,10
100,74,21,6,181.0,202.0,10
